site,sex,sex_index,species,height
WBT1,m,2,geyer,122
WBT1,m,2,geyer,161
WBT1,m,2,geyer,157
WBT1,m,2,geyer,163
WBT1,m,2,geyer,161
WBT1,m,2,geyer,184
WBT1,m,2,geyer,148
WBT1,m,2,geyer,221
WBT1,m,2,geyer,132
WBT1,m,2,geyer,190
WBT1,m,2,geyer,182
WBT1,m,2,geyer,167
WBT1,m,2,geyer,156
WBT1,m,2,geyer,138
WBT1,m,2,geyer,171
WBT1,m,2,geyer,149
WBT1,m,2,geyer,179
WBT1,m,2,geyer,109
WBT1,m,2,geyer,186
WBT1,m,2,geyer,173
WBT1,m,2,geyer,202
WBT1,m,2,geyer,210
WBT1,m,2,geyer,299
WBT1,m,2,geyer,185
WBT1,m,2,geyer,184
WBT1,m,2,geyer,306
WBT1,m,2,geyer,212
WBT1,m,2,geyer,294
WBT1,m,2,geyer,294
WBT1,m,2,geyer,279
WBT1,m,2,geyer,216
WBT1,m,2,geyer,284
WBT1,m,2,geyer,261
WBT1,m,2,geyer,323
WBT1,m,2,geyer,385
WBT1,m,2,geyer,254
WBT1,m,2,geyer,278
WBT1,m,2,geyer,121
WBT1,m,2,geyer,263
WBT1,m,2,geyer,145
WBT1,m,2,geyer,168
WBT1,m,2,geyer,169
WBT1,m,2,geyer,134
WBT1,m,2,geyer,136
WBT1,m,2,geyer,263
WBT1,m,2,geyer,252
WBT1,m,2,geyer,223
WBT1,m,2,geyer,136
WBT1,m,2,geyer,184
WBT1,m,2,geyer,93
WBT1,m,2,geyer,183
WBT1,m,2,geyer,155
WBT1,m,2,geyer,197
WBT1,m,2,geyer,215
WBT1,m,2,geyer,176
WBT1,m,2,geyer,107
WBT1,m,2,geyer,87
WBT1,m,2,geyer,123
WBT1,m,2,geyer,172
WBT1,m,2,geyer,143
WBT1,m,2,geyer,147
WBT1,m,2,geyer,158
WBT1,m,2,geyer,240
WBT1,m,2,geyer,224
WBT1,m,2,geyer,217
WBT1,m,2,geyer,140
WBT1,m,2,geyer,175
WBT1,m,2,geyer,184
WBT1,m,2,geyer,216
WBT1,m,2,geyer,127
WBT1,m,2,geyer,281
WBT1,m,2,geyer,226
WBT1,m,2,geyer,227
WBT1,m,2,geyer,209
WBT1,m,2,geyer,176
WBT1,m,2,geyer,201
WBT1,m,2,geyer,149
WBT1,m,2,geyer,164
WBT1,m,2,geyer,123
WBT1,m,2,geyer,116
WBT1,m,2,,169
WBT1,,0,bebb,139
WBT1,,0,bebb,154
WBT1,,0,bebb,132
WBT1,,0,bebb,305
WBT1,,0,bebb,100
WBT1,,0,bebb,97
WBT1,,0,bebb,146
WBT1,,0,bebb,98
WBT1,,0,bebb,136
WBT1,,0,bebb,67
WBT1,,0,booth,118
WBT1,,0,booth,178
WBT1,,0,booth,196
WBT1,,0,booth,132
WBT1,,0,booth,185
WBT1,,0,booth,185
WBT1,,0,booth,164
WBT1,,0,booth,72
WBT1,,0,booth,131
WBT1,,0,booth,267
WBT1,,0,drum,137
WBT1,,0,drum,115
WBT1,,0,drum,147
WBT1,,0,drum,148
WBT1,,0,drum,211
WBT1,,0,drum,213
WBT1,,0,drum,138
WBT1,,0,drum,85
WBT1,,0,drum,100
WBT1,,0,drum,229
WBT1,,0,erico,267
WBT1,,0,geyer,132
WBT1,,0,geyer,129
WBT1,,0,geyer,167
WBT1,,0,geyer,184
WBT1,,0,geyer,182
WBT1,,0,geyer,89
WBT1,,0,geyer,142
WBT1,,0,geyer,135
WBT1,,0,geyer,117
WBT1,,0,geyer,144
WBT1,,0,geyer,182
WBT1,,0,geyer,204
WBT1,,0,geyer,76
WBT1,,0,geyer,171
WBT1,,0,geyer,75
WBT1,,0,geyer,146
WBT1,,0,geyer,84
WBT1,,0,geyer,88
WBT1,,0,lasiandra,187
WBT1,,0,lasiandra,129
WBT1,,0,lasiandra,144
WBT2,f,1,bebb,276
WBT2,f,1,booth,262
WBT2,f,1,booth,134
WBT2,f,1,booth,145
WBT2,f,1,booth,122
WBT2,f,1,booth,168
WBT2,f,1,booth,244
WBT2,f,1,booth,154
WBT2,f,1,booth,165
WBT2,f,1,booth,141
WBT2,f,1,booth,213
WBT2,f,1,booth,247
WBT2,f,1,booth,384
WBT2,f,1,booth,156
WBT2,f,1,booth,273
WBT2,f,1,booth,212
WBT2,f,1,booth,208
WBT2,f,1,booth,387
WBT2,f,1,booth,391
WBT2,f,1,booth,191
WBT2,f,1,booth,390
WBT2,f,1,booth,282
WBT2,f,1,booth,277
WBT2,f,1,drum,198
WBT2,f,1,geyer,385
WBT2,f,1,geyer,236
WBT2,f,1,geyer,193
WBT2,f,1,geyer,164
WBT2,f,1,geyer,287
WBT2,f,1,geyer,249
WBT2,f,1,geyer,336
WBT2,f,1,geyer,179
WBT2,f,1,geyer,159
WBT2,f,1,geyer,156
WBT2,f,1,geyer,241
WBT2,f,1,geyer,171
WBT2,f,1,geyer,240
WBT2,f,1,geyer,233
WBT2,f,1,geyer,182
WBT2,f,1,geyer,177
WBT2,f,1,geyer,155
WBT2,f,1,geyer,164
WBT2,f,1,geyer,246
WBT2,f,1,geyer,144
WBT2,f,1,geyer,144
WBT2,f,1,geyer,305
WBT2,f,1,geyer,251
WBT2,f,1,geyer,305
WBT2,f,1,geyer,315
WBT2,f,1,geyer,382
WBT2,f,1,geyer,267
WBT2,f,1,geyer,374
WBT2,f,1,geyer,390
WBT2,f,1,geyer,381
WBT2,f,1,geyer,387
WBT2,f,1,geyer,293
WBT2,f,1,geyer,300
WBT2,f,1,geyer,320
WBT2,f,1,geyer,192
WBT2,f,1,geyer,184
WBT2,f,1,geyer,175
WBT2,f,1,geyer,284
WBT2,f,1,geyer,372
WBT2,f,1,plani,331
WBT2,m,2,booth,220
WBT2,m,2,booth,175
WBT2,m,2,drum,223
WBT2,m,2,drum,274
WBT2,m,2,drum,192
WBT2,m,2,geyer,273
WBT2,m,2,geyer,213
WBT2,m,2,geyer,237
WBT2,m,2,geyer,127
WBT2,m,2,geyer,227
WBT2,m,2,geyer,186
WBT2,m,2,geyer,216
WBT2,m,2,geyer,273
WBT2,m,2,geyer,397
WBT2,m,2,geyer,281
WBT2,m,2,geyer,380
WBT2,,0,booth,194
WBT2,,0,booth,135
WBT2,,0,booth,122
WBT2,,0,booth,139
WBT2,,0,booth,194
WBT2,,0,booth,214
WBT2,,0,booth,200
WBT2,,0,booth,205
WBT2,,0,booth,215
WBT2,,0,booth,78
WBT2,,0,booth,266
WBT2,,0,booth,111
WBT2,,0,drum,206
WBT2,,0,drum,160
WBT2,,0,drum,135
WBT2,,0,drum,171
WBT2,,0,drum,77
WBT2,,0,geyer,142
WBT2,,0,geyer,159
WBT2,,0,geyer,103
WBT2,,0,geyer,140
WBT2,,0,geyer,165
WBT2,,0,plani,137
WBT2,,0,plani,105
Yancy,f,1,bebb,61
Yancy,f,1,bebb,117
Yancy,f,1,bebb,170
Yancy,f,1,bebb,116
Yancy,f,1,bebb,147
Yancy,f,1,bebb,231
Yancy,f,1,erico,364
Yancy,f,1,geyer,142
Yancy,f,1,geyer,109
Yancy,f,1,geyer,140
Yancy,m,2,bebb,134
Yancy,m,2,bebb,164
Yancy,m,2,bebb,128
Yancy,m,2,bebb,206
Yancy,m,2,bebb,178
Yancy,m,2,bebb,246
Yancy,m,2,geyer,126
Yancy,,0,geyer,67
Yancy,,0,geyer,87
Yancy,,0,geyer,98
Yancy,,0,geyer,79
